AGNT_EMP_NO,HIRE_DT,PARTNER,SITE_DESC,LOCATION,NO_DAYS_AFTER_HIRE,FLAG_ATTRITION,PASS_FAIL,Month1Diff,Month2Diff,Month3Diff,Month4Diff,Month5Diff,Month6Diff,Month7Diff,Month8Diff,Month9Diff,Month10Diff,Month11Diff,Month12Diff,LockDiff,RESULTS,LOB,PF_SEGMENT_QUARTILE1,PF_SEGMENT_QUARTILE2,PF_SEGMENT_QUARTILE3,PF_SEGMENT_QUARTILE4,PF_SEGMENT_QUARTILE5,PF_SEGMENT_QUARTILE6,PF_SEGMENT_QUARTILE7,PF_SEGMENT_QUARTILE8,PF_SEGMENT_QUARTILE9,PF_SEGMENT_QUARTILE10,PF_SEGMENT_QUARTILE11,PF_SEGMENT_QUARTILE12,ABT_AHT1,ABT_AHT2,ABT_AHT3,ABT_AHT4,ABT_AHT5,ABT_AHT6,ABT_AHT7,ABT_AHT8,ABT_AHT9,ABT_AHT10,ABT_AHT11,ABT_AHT12,FCR71,FCR72,FCR73,FCR74,FCR75,FCR76,FCR77,FCR78,FCR79,FCR710,FCR711,FCR712,SR_60D1,SR_60D2,SR_60D3,SR_60D4,SR_60D5,SR_60D6,SR_60D7,SR_60D8,SR_60D9,SR_60D10,SR_60D11,SR_60D12,AGNT_SEGMENT_NM_Month_1,AGNT_SEGMENT_NM_Month_2,AGNT_SEGMENT_NM_Month_3,AGNT_SEGMENT_NM_Month_4,AGNT_SEGMENT_NM_Month_5,AGNT_SEGMENT_NM_Month_6,AGNT_SEGMENT_NM_Month_7,AGNT_SEGMENT_NM_Month_8,AGNT_SEGMENT_NM_Month_9,AGNT_SEGMENT_NM_Month_10,AGNT_SEGMENT_NM_Month_11,AGNT_SEGMENT_NM_Month_12,AGNT_SEGMENT_NM_Month_13,DEPT_NM_Month_1,DEPT_NM_Month_2,DEPT_NM_Month_3,DEPT_NM_Month_4,DEPT_NM_Month_5,DEPT_NM_Month_6,DEPT_NM_Month_7,DEPT_NM_Month_8,DEPT_NM_Month_9,DEPT_NM_Month_10,DEPT_NM_Month_11,DEPT_NM_Month_12,DEPT_NM_Month_13
EY22022,15-May-17,,SP Data - Hamilton,ONSHORE,50,1,PASS,-104,-76,-45,-15,16,46,77,108,138,169,199,230,-14,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Loyalty Outbound,BRS Loyalty Outbound,,,,,,,,,,,,Loyalty Outbound,Loyalty Outbound,,,,,,
EY36645,20-Feb-17,Sitel,Sitel - Manila,OFFSHORE,291,1,PASS,-20,8,39,69,100,130,161,192,222,253,283,314,70,RECOMMENDED WITH RESERVATION,BRS,,,4,3,3,2,4,4,3,2,,,,,1158.306306,1102.075242,871.498969,1017.378378,761.489361,849.292875,693.670886,637.857142,,,,,0.504505,0.661765,0.60166,0.565218,0.609626,0.6123,0.591055,0.428572,,,,,,,0.97046,0.978979,,,0.941484,0.952236,,,,,Uno BTV,Uno BTV,Uno BTV,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,Care,Care,Care,Care,Care,Care,Care,Care,Care,Care,
EY37327,06-Nov-17,Nordia,Nordia - Rouyn-Noranda,ONSHORE,0,0,PASS,-279,-251,-220,-190,-159,-129,-98,-67,-37,-6,24,55,-189,STRONGLY RECOMMENDED,BM,,,,,,,,,,,,4,,,,,,,,,,,,854.175233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCS,NCS,,,,,,,,,,,,Sales,Sales
EY53234,23-Dec-17,,SP Data - Hamilton,ONSHORE,0,0,FAIL,-326,-298,-267,-237,-206,-176,-145,-114,-84,-53,-23,8,-236,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Sales Outbound,,,,,,,,,,,,,Sales Outbound,,,,,,,,,,,,
EY56050,23-May-17,Nordia,Nordia - Montreal,ONSHORE,59,1,PASS,-112,-84,-53,-23,8,38,69,100,130,161,191,222,-22,RECOMMENDED WITH RESERVATION,SB,,,,,,,3,,,,,,,,,,,,1121.695121,,,,,,,,,,,,0.674419,,,,,,,,,,,,,,,,,,,,,,,Care Services,Care Services,Care Services,Care Services,,,,,,,,,,Care,Care,Care,Care,,,,
EY59895,13-Feb-17,Nordia,Nordia - Saint John,ONSHORE,0,0,PASS,-13,15,46,76,107,137,168,199,229,260,290,321,77,RECOMMENDED,BM,,,3,3,4,3,3,1,2,1,,,,,637.53211,590.791855,666.24812,636.338942,594.565874,672.588414,622.629921,629.372173,,,,,0.745399,0.759819,0.704546,0.723558,0.740175,0.773007,0.746032,0.791959,,,,,,,0.929664,,,0.958164,0.953692,0.915756,,,,,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,Small Business,,,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care,Business Care
EY66140,10-Oct-17,,Nordia - Rouyn-Noranda,ONSHORE,0,0,PASS,-252,-224,-193,-163,-132,-102,-71,-40,-10,21,51,82,-162,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trio L1,,,,,,,,,,,,,Care,,
EY69084,29-May-17,,SP Data - Eglinton Avenue,ONSHORE,9,1,PASS,-118,-90,-59,-29,2,32,63,94,124,155,185,216,-28,STRONGLY RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobility Loyalty Outbound,,,,,,,,,,,,,Loyalty Outbound,,,,,,,
EY71602,01-May-17,,SP Data - Eglinton Avenue,ONSHORE,69,1,FAIL,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobility Loyalty Outbound,Mobility Loyalty Outbound,Mobility Loyalty Outbound,,,,,,,,,,,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,,,,,,
EY72373,30-Oct-17,,SP Data - Eglinton Avenue,ONSHORE,0,0,FAIL,-272,-244,-213,-183,-152,-122,-91,-60,-30,1,31,62,-182,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eChat,eChat,eChat,,,,,,,,,,,Bell Residential Services,Bell Residential Services,Bell Residential Services
EY74747,01-May-17,,SP Data - Eglinton Avenue,ONSHORE,69,1,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,STRONGLY RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobility Loyalty Outbound,Mobility Loyalty Outbound,Mobility Loyalty Outbound,,,,,,,,,,,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,,,,,,
EY77503,24-Jul-17,,Nordia - Sherbrooke,ONSHORE,136,1,FAIL,-174,-146,-115,-85,-54,-24,7,38,68,99,129,160,-84,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tech Outsourcing,Tech Outsourcing,Tech Outsourcing,Tech Outsourcing,,,,,,,,,,Tech,Tech,Tech,Tech,
EY80317,11-Sep-17,Nordia,Nordia - Sherbrooke,ONSHORE,31,1,PASS,-223,-195,-164,-134,-103,-73,-42,-11,19,50,80,111,-133,RECOMMENDED WITH RESERVATION,BM,,,,,,,,,,4,,,,,,,,,,,,825.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCS,,,,,,,,,,,,,Sales,,,
EY81194,26-Dec-17,,IQOR - Philippines - Dasma,OFFSHORE,6,1,FAIL,-329,-301,-270,-240,-209,-179,-148,-117,-87,-56,-26,5,-239,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,BRS Collection Outbound,Mobility Collection Inbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Outbound,Collection Inbound
EY83811,13-Feb-17,Nordia,Nordia - Saguenay,ONSHORE,0,0,FAIL,-13,15,46,76,107,137,168,199,229,260,290,321,77,NOT RECOMMENDED,BM,,,1,1,1,1,1,1,1,1,,,,,523.827538,475.834305,471.038209,469.852028,469.634275,431.493421,467.934664,463.15767,,,,,0.722874,0.709317,0.735566,0.724311,0.768373,0.759596,0.72169,0.725147,,,,,,,0.977062,0.97371,0.974747,0.975072,0.972209,0.928465,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EY83945,23-May-17,Nordia,Nordia - Montreal,ONSHORE,0,0,FAIL,-112,-84,-53,-23,8,38,69,100,130,161,191,222,-22,NOT RECOMMENDED,SB,,,,,,,3,2,4,4,4,3,,,,,,,522.16338,552.465661,678.524647,797.053149,731.283582,730.244943,,,,,,,0.748816,0.657972,0.565089,0.694611,0.630854,0.733975,,,,,,,,,,,,,,,,,,Care Services,Care Services,Care Services,Care Services,Care Services,Care Services,Care Services,Care Services,,,,,,Care,Care,Care,Care,Care,Care,Care,Care
EY89341,16-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,FAIL,-75,-47,-16,14,45,75,106,137,167,198,228,259,15,NOT RECOMMENDED,BM,,,,4,4,2,2,3,3,3,1,2,,,,758.155913,797.606557,610.187707,555.218498,530.519305,500.171136,498.840579,471.889375,537.651741,,,,0.360216,0.611112,0.699823,0.68303,0.662577,0.675272,0.662421,0.691057,0.649215,,,,,,,,1,0.967991,0.958376,0.972505,0.960287,,,,,Trio L1,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EY92659,17-Apr-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,-76,-48,-17,13,44,74,105,136,166,197,227,258,14,NOT RECOMMENDED,BM,,,,,4,3,3,2,1,2,3,2,,,,,726.7517,641.385194,533.695139,531.884042,493.027343,512.681592,486.665343,558.576271,,,,,0.661765,0.732451,0.69375,0.708334,0.730291,0.715946,0.660486,0.695913,,,,,0.929902,0.961235,0.977259,0.97269,0.965298,0.968161,0.968452,0.946498,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EY92706,17-Apr-17,Nordia,Nordia - Peterborough,ONSHORE,0,0,PASS,-76,-48,-17,13,44,74,105,136,166,197,227,258,14,STRONGLY RECOMMENDED,BM,,,,,4,2,1,2,1,1,2,1,,,,,540.882022,423.470072,369.211084,340.785152,292.134986,188.36962,252.688073,321.413155,,,,,,,,,,,,,,,,,,,0.993216,0.988484,0.990071,0.995247,0.990786,0.985179,,,,,NCS,NCS,NCS,NCS,NCS,NCS,NCS,NCS,NCS,,,,,Sales,Sales,Sales,Sales,Sales,Sales,Sales,Sales,Sales
EY96776,12-Jun-17,,Nordia - Moncton,ONSHORE,0,0,PASS,-132,-104,-73,-43,-12,18,49,80,110,141,171,202,-42,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blend PPD,Blend PPD,Blend PPD,Blend PPD,Blend PPD,Blend PPD,Blend PPD,,,,,,,Sales,Sales,Sales,Sales,Sales,Sales,Sales
EY97937,16-Oct-17,Nordia,Nordia - Moncton,ONSHORE,46,1,FAIL,-258,-230,-199,-169,-138,-108,-77,-46,-16,15,45,76,-168,NOT RECOMMENDED,BRS,,,,,,,,,,,3,,,,,,,,,,,,1409.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty Cross-Serve,Retention L1,,,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,
EY98875,07-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-66,-38,-7,23,54,84,115,146,176,207,237,268,24,RECOMMENDED WITH RESERVATION,BM,,,,4,3,2,2,2,2,2,3,1,,,,499.69,377.671857,314.677589,288.557692,288.901578,269.788782,261.859649,282.637988,220.355445,,,,0.557895,0.666667,0.693587,0.662947,0.671827,0.696053,0.682749,0.667902,0.729167,,,,,,,,,,,,,Care eChat,Care eChat,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,,,Consumer Care Support,Consumer Care Support,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,
EZ02263,01-Mar-17,,MSI - Ottawa,ONSHORE,0,0,PASS,-29,-1,30,60,91,121,152,183,213,244,274,305,61,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STS-Reschedule,STS-Reschedule,STS-Reschedule,STS-Reschedule,STS-Reschedule,STS-Reschedule,Retention Representative,Retention Representative,Retention Representative,Retention Representative,Retention Representative,,,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install,Assisted Install
EZ04250,24-Jul-17,,Nordia - Laval,ONSHORE,0,0,FAIL,-174,-146,-115,-85,-54,-24,7,38,68,99,129,160,-84,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,BRS Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound,Sales Outbound
EZ04365,01-Jan-17,,Sutherland - Chennai,OFFSHORE,0,0,FAIL,30,58,89,119,150,180,211,242,272,303,333,364,120,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Technical Support,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market,Mid-Large Market
EZ05236,29-May-17,,SP Data - Eglinton Avenue,ONSHORE,9,1,PASS,-118,-90,-59,-29,2,32,63,94,124,155,185,216,-28,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobility Loyalty Outbound,Mobility Loyalty Outbound,Mobility Loyalty Outbound,Mobility Loyalty Outbound,,,,,,,,,,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,Loyalty Outbound,,,,,,,,,
EZ08369,06-Mar-17,,Nordia - Saguenay,ONSHORE,80,1,PASS,-34,-6,25,55,86,116,147,178,208,239,269,300,56,STRONGLY RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Loyalty Outbound,BRS Loyalty Outbound,,,,,,,,,,,,Loyalty Outbound,Loyalty Outbound,,,,,,,,
EZ09638,14-Sep-17,Quantrics,Quantrics - Taytay,OFFSHORE,111,1,PASS,-226,-198,-167,-137,-106,-76,-45,-14,16,47,77,108,-136,STRONGLY RECOMMENDED,BM,,,,,,,,,,3,2,2,,,,,,,,,,491.913494,335.057142,273.241134,,,,,,,,,,0.644129,0.621302,0.645523,,,,,,,,,,,,,,,,,,,,,,BM & Solo Prepaid,BM & Solo Prepaid,BM & Solo Prepaid,BM & Solo Prepaid,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ10336,28-Nov-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-301,-273,-242,-212,-181,-151,-120,-89,-59,-28,2,33,-211,STRONGLY RECOMMENDED,BM,,,,,,,,,,,,4,,,,,,,,,,,,884,,,,,,,,,,,,0.444445,,,,,,,,,,,,,,,,,,,,,,,,Consumer,Consumer,,,,,,,,,,,,Consumer Care,Consumer Care
EZ10355,06-Feb-17,Quantrics,Quantrics - Taytay,OFFSHORE,327,1,PASS,-6,22,53,83,114,144,175,206,236,267,297,328,84,RECOMMENDED WITH RESERVATION,BRS,,4,4,2,4,1,2,2,1,1,1,,,1918,1860.055555,1434.017391,1100.418772,1124.120567,822.271276,904.739726,817.960674,810.029972,907.404958,,,,0.523365,0.573914,0.541819,0.615943,0.666667,0.611112,0.668572,0.717878,0.694916,,,,,,,,,0.970653,0.970467,0.969436,0.969248,,,,FTV IPTV,FTV IPTV,Trio L1,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,BRS TECH L1,BRS TECH L1,BRS TECH L1,,,,Tech,Tech,Care,Tech,Tech,Tech,Tech,Tech,Tech,Tech,
EZ10902,05-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,383,1,PASS,26,54,85,115,146,176,207,238,268,299,329,360,116,RECOMMENDED,BRS,4,3,4,4,2,2,4,3,2,3,2,1,,,873.732142,697.70979,750.319148,687.175675,775.471604,853.892523,807.312342,725.791808,807.968595,820,,,0.424243,0.443662,0.55,0.494332,0.55,0.585715,0.701266,0.663231,0.652543,0.700224,,,,,,0.947168,,0.945742,0.947161,0.932957,0.941265,0.938019,,Care eChat,Care eChat,Trio L1,Care eChat,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,Care Support,Care Support,Care,Care Support,Care,Care,Care,Care,Care,Care,Care,Care
EZ11611,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,258,1,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED,BRS,,,2,4,4,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,,,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,,,
EZ11615,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED WITH RESERVATION,BRS,,,2,4,4,1,1,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11616,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED WITH RESERVATION,BRS,,,2,2,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11618,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,15,43,74,104,135,165,196,227,257,288,318,349,105,NOT RECOMMENDED,BRS,,,2,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11619,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED,BRS,,,1,4,4,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11620,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED WITH RESERVATION,BRS,,,3,2,2,2,3,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11622,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,290,1,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED WITH RESERVATION,BRS,,,1,1,1,1,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,,
EZ11627,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,PASS,15,43,74,104,135,165,196,227,257,288,318,349,105,RECOMMENDED WITH RESERVATION,BRS,,,3,4,4,4,4,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11629,16-Jan-17,IQOR,IQOR - Philippines - ILOILO,OFFSHORE,0,0,FAIL,15,43,74,104,135,165,196,227,257,288,318,349,105,NOT RECOMMENDED,BRS,,,1,2,1,3,2,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,Atlantic - Tech Trio,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
EZ11630,16-Jan-17,,IQOR - Philippines - ILOILO,OFFSHORE,22,1,FAIL,15,43,74,104,135,165,196,227,257,288,318,349,105,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlantic - Tech Trio,,,,,,,,,,,,,Tech,,,,,,,,,,,
EZ11647,09-Jan-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,22,50,81,111,142,172,203,234,264,295,325,356,112,RECOMMENDED WITH RESERVATION,BRS,4,4,,,,,,,,,,,3774.666666,1529.047904,,,,,,,,,,,0.333334,0.518293,,,,,,,,,,,,,,,,,,,,,,,,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,,,,,,,,,Tech,Tech,Tech,Tech,Tech,,,,,,,
EZ11648,09-Jan-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,22,50,81,111,142,172,203,234,264,295,325,356,112,STRONGLY RECOMMENDED,BRS,4,3,4,1,3,1,1,2,1,2,2,,3048,1134.51,906.575,956.735849,1039.461538,832.182758,733.780821,810.284688,624.835294,665.437229,723.518518,,0,0.510205,0.534483,0.64151,0.538462,0.605537,0.65052,0.623787,0.627079,0.608889,0.596154,,,,,0.94,0.944011,0.946553,0.960686,0.962962,0.971208,0.967332,0.956458,,,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,FTV IPTV,BRS TECH L1,BRS TECH L1,BRS TECH L1,BRS TECH L1,,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech,Tech
